"fuente","team_name","pitcher","player_id","ip","gs","gp","w","l","era","whip","fip","siera","k9","bb9","hr9","sow","k_pct","bb_pct","k_bb_diff","gb_pct","fb_pct","hr_fb_pct","pitches_per_ip","strike_pct","lob_pct","era_fip_diff","era_fip_label","reg_risk_score","reg_risk_label","stress_index","stress_label"
"2026","Conspiradores de Queretaro","Tyler Viza",643588,56.2,11,11,3,4,5.24,1.43,5.19626334519573,4.66,5.24,2.7,1.59,1.94,13.3,6.9,6.4,49.2,50.8,15.2,16.57,0.62,NA,0.04,"✓ ERA y FIP alineados",54.6,"✓ Estable",42.9,"🟢 Bajo"
"2026","Conspiradores de Queretaro","Luis Romero",673603,55.2,11,11,2,3,5.01,1.46,3.69347826086956,3.57,7.76,2.59,0.97,3,19.4,6.5,12.9,61.7,38.3,13.6,16.69,0.64,NA,1.32,"📈 Unlucky — va a mejorar",52.2,"✓ Estable",33.6,"🟢 Bajo"
"2026","Conspiradores de Queretaro","Tyler Alexander",622066,48.1,11,11,3,2,7.08,1.88,3.85686070686071,4.54,6.89,4.28,0.56,1.61,16,10,6,49.5,50.5,6,18.21,0.63,NA,3.22,"📈 Unlucky — va a mejorar",73.8,"↗ Ligeramente sobre promedio",42.3,"🟢 Bajo"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Huascar Ynoa",660623,32.2,10,10,0,5,6.89,1.59,5.01335403726708,4.65,6.06,3.58,1.38,1.69,14.3,8.4,5.9,44,56,11.9,18.15,0.6,NA,1.88,"📈 Unlucky — va a mejorar",71.8,"↗ Ligeramente sobre promedio",58.8,"🟡 Moderado"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Ronald Bolaños",671790,36,9,10,1,4,10.5,2.28,7.76111111111111,6,5.5,7.75,2.25,0.71,11.6,16.3,-4.7,57.1,42.9,25,20.36,0.56,0,2.74,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",91.2,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Michel Baez",673258,44.1,7,21,4,2,8.53,1.96,7.00487528344671,5.62,5.68,6.5,2.03,0.88,12.6,14.4,-1.8,48,52,19.2,19.87,0.61,41.7,1.53,"📈 Unlucky — va a mejorar",88.9,"⚠️ ERA alto — candidato a mejorar",69.4,"🟡 Moderado"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Paolo Espino",502179,15.2,5,5,1,3,12.64,3,10.7157894736842,5.46,6.32,6.32,4.6,1,11.8,11.8,0,45.7,54.3,42.1,20.17,0.63,NA,1.92,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",100,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Fredy Quintero",542278,25,4,11,0,0,7.92,2.28,5.95,6.62,3.96,7.92,0.72,0.5,8.7,17.3,-8.6,64.4,35.6,9.5,19.04,0.56,80,1.97,"📈 Unlucky — va a mejorar",82.5,"⚠️ ERA alto — candidato a mejorar",58.3,"🟡 Moderado"
"2026","Conspiradores de Queretaro","Brander Guevara",842334,11.1,3,4,0,0,7.94,1.85,7.29414414414414,5.36,5.56,5.56,2.38,1,13.5,13.5,0,62.5,37.5,33.3,20.03,0.6,NA,0.65,"↗ Ligeramente unlucky",82.7,"⚠️ ERA alto — candidato a mejorar",82.2,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Dakota Chalmers",663793,9.2,3,6,0,2,13.03,3.41,7.38913043478261,6.62,11.17,19.55,0,0.57,20,35,-15,71.4,28.6,0,27.83,0.47,NA,5.64,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",100,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Matthew Swilley",572183,10.2,2,8,0,0,6.75,2.06,4.13039215686275,5.03,8.44,8.44,0,1,18.9,18.9,0,52.4,47.6,0,20.16,0.54,0,2.62,"📈 Unlucky — va a mejorar",70.3,"↗ Ligeramente sobre promedio",53.5,"🟡 Moderado"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Ofreidy Gómez",628709,46,0,48,3,5,4.7,1.65,3.2804347826087,4.01,8.61,5.28,0.2,1.63,20.8,12.7,8.1,54.7,45.3,2.6,17.83,0.62,76.5,1.42,"📈 Unlucky — va a mejorar",49,"✓ Estable",34.7,"🟢 Bajo"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Arnaldo Hernandez",642511,42.2,0,41,1,4,4.64,1.71,3.74241706161137,2.93,10.55,4.22,1.05,2.5,25.6,10.3,15.3,54.9,45.1,15.6,18.23,0.62,100,0.9,"📈 Unlucky — va a mejorar",48.3,"✓ Estable",41.1,"🟢 Bajo"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Adrian Gusman",616617,39.1,0,38,2,2,6.41,1.73,5.1193094629156,4.6,5.72,2.75,1.6,2.08,13.4,6.5,6.9,64.8,35.2,21.9,16.86,0.65,66.7,1.29,"📈 Unlucky — va a mejorar",66.8,"↗ Ligeramente sobre promedio",40.5,"🟢 Bajo"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Wandisson Charles",664301,31.2,0,30,2,2,2.27,1.23,2.76538461538462,2.75,9.95,4.26,0.28,2.33,27.6,11.8,15.8,71.7,28.3,6.7,15.19,0.63,81.8,-0.5,"↘ Ligeramente lucky",23.6,"⚠️ ERA bajo — riesgo regresión",29.8,"🟢 Bajo"
"2026","Conspiradores de Queretaro","Denny Roman",680653,26.2,0,34,2,0,4.39,1.35,4.44770992366412,3.84,7.09,2.7,1.35,2.63,18.1,6.9,11.2,45.6,54.4,12.9,17.1,0.62,69.6,-0.06,"✓ ERA y FIP alineados",45.7,"✓ Estable",36.5,"🟢 Bajo"
"2026","Conspiradores de Queretaro","Ernesto Zaragoza",592889,25.1,0,16,2,1,3.55,1.62,4.02649402390438,4.61,6.04,3.55,0.71,1.7,14.7,8.6,6.1,51.8,48.2,7.4,17.76,0.61,50,-0.48,"↘ Ligeramente lucky",37,"↘ Ligeramente bajo promedio",31.9,"🟢 Bajo"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Javier Zenizo",692272,24.1,0,16,0,0,6.66,1.68,7.42385892116183,5.78,3.33,3.7,2.59,0.9,8.2,9.1,-0.9,40.7,59.3,20,15.62,0.6,75,-0.76,"📉 Lucky — riesgo regresión",69.4,"↗ Ligeramente sobre promedio",61,"🟡 Moderado"
"2026","Conspiradores de Queretaro","Colten Davis",829416,23.1,0,27,1,1,3.86,1.76,4.88160173160173,3.74,10.8,7.33,1.16,1.47,25.2,17.1,8.1,63.4,36.6,20,19.97,0.61,33.3,-1.02,"📉 Lucky — riesgo regresión",40.2,"✓ Estable",61.4,"🟡 Moderado"
"2026","Conspiradores de Queretaro","Samuel Zazueta",650980,23.1,0,24,1,2,7.71,1.89,5.40108225108225,4.85,5.79,3.86,1.54,1.5,13.6,9.1,4.5,60,40,20,17.96,0.63,27.8,2.31,"📈 Unlucky — va a mejorar",80.3,"⚠️ ERA alto — candidato a mejorar",46.3,"🟢 Bajo"
"2026","Conspiradores de Queretaro","Roman Mendez",542669,22.1,0,30,0,3,7.25,1.97,6.45316742081448,5.16,5.64,4.84,2.01,1.17,13.3,11.4,1.9,48.9,51.1,21.7,18.13,0.59,72,0.8,"📈 Unlucky — va a mejorar",75.5,"⚠️ ERA alto — candidato a mejorar",59.2,"🟡 Moderado"
"2026","Conspiradores de Queretaro","Wellington Diaz",670905,21.2,0,23,2,1,3.74,1.43,3.38584905660377,3.65,9.14,4.98,0.42,1.83,22.7,12.4,10.3,40.5,59.5,4,17.91,0.6,92.9,0.35,"↗ Ligeramente unlucky",39,"↘ Ligeramente bajo promedio",36.2,"🟢 Bajo"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Fabian Muniz",803170,21.2,0,17,1,0,7.89,1.75,6.87641509433962,5.12,7.06,6.65,2.08,1.06,15.9,15,0.9,63.6,36.4,31.2,18.97,0.59,60,1.01,"📈 Unlucky — va a mejorar",82.2,"⚠️ ERA alto — candidato a mejorar",71.1,"🔴 Alto — bullpen expuesto"
"2026","Conspiradores de Queretaro","Jio Orozco",663463,21.1,0,21,2,0,3.8,1.27,1.77559241706161,2.14,10.55,2.95,0,3.57,28.7,8,20.7,68.6,31.4,0,16.83,0.65,66.7,2.02,"📈 Unlucky — va a mejorar",39.6,"↘ Ligeramente bajo promedio",17.7,"🟢 Bajo"
"2026","Conspiradores de Queretaro","Jose Betances",677643,19.1,0,21,2,0,8.38,2.43,8.7520942408377,5.91,6.52,8.84,2.79,0.74,13.3,18.1,-4.8,45.2,54.8,26.1,21.31,0.54,55.6,-0.37,"↘ Ligeramente lucky",87.3,"⚠️ ERA alto — candidato a mejorar",94.9,"🔴 Alto — bullpen expuesto"
"2026","Conspiradores de Queretaro","Aaron McGarity",641849,15.2,0,16,0,0,5.17,1.53,3.34736842105263,4.11,6.32,2.3,0.57,2.75,15.7,5.7,10,57.6,42.4,7.1,14.43,0.65,100,1.82,"📈 Unlucky — va a mejorar",53.9,"✓ Estable",22.3,"🟢 Bajo"
"2025 (sin datos 2026)","Conspiradores de Queretaro","Jhon Romero",664584,14.1,0,16,2,0,6.28,1.88,6.69609929078014,4.42,10.67,9.42,1.88,1.13,23.6,20.8,2.8,46.2,53.8,21.4,21.98,0.54,14.3,-0.42,"↘ Ligeramente lucky",65.4,"↗ Ligeramente sobre promedio",84.7,"🔴 Alto — bullpen expuesto"
"2026","Conspiradores de Queretaro","Stephen Gonsalves",624427,14,0,17,1,0,4.5,1.86,3.72142857142857,2.76,14.14,8.36,0.64,1.69,31.9,18.8,13.1,50,50,11.1,21.79,0.58,61.5,0.78,"📈 Unlucky — va a mejorar",46.9,"✓ Estable",59.8,"🟡 Moderado"
"2026","Conspiradores de Queretaro","Isaac Jimenez",645799,11.2,0,15,0,2,6.94,2.06,4.57857142857143,6.51,3.09,6.17,0,0.5,6.7,13.3,-6.6,40,60,0,17.74,0.59,71.4,2.36,"📈 Unlucky — va a mejorar",72.3,"↗ Ligeramente sobre promedio",37,"🟢 Bajo"
"2026","Conspiradores de Queretaro","Fabian Cota",601978,9.2,0,13,0,0,5.59,1.66,4.0195652173913,5.75,4.66,5.59,0,0.83,11.1,13.3,-2.2,45.5,54.5,0,18.52,0.57,50,1.57,"📈 Unlucky — va a mejorar",58.2,"✓ Estable",33.5,"🟢 Bajo"
"2026","Conspiradores de Queretaro","Joel Cesar",666802,8.1,0,8,1,1,4.32,1.92,4.63148148148148,6.59,3.24,6.48,0,0.5,7.9,15.8,-7.9,36.8,63.2,0,16.56,0.62,37.5,-0.31,"↘ Ligeramente lucky",45,"✓ Estable",38.9,"🟢 Bajo"
"2026","Conspiradores de Queretaro","Luis Ochoa",806461,5.1,0,4,0,0,21.94,3.56,10.6009803921569,4.63,8.44,5.06,5.06,1.67,14.7,8.8,5.9,10,90,33.3,22.5,0.61,50,11.34,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",100,"🔴 Alto — bullpen expuesto"
"2026","Diablos Rojos del Mexico","Ricardo Pinto",620982,60.1,12,12,3,3,5.07,1.41,3.4328618968386,4.24,6.56,3.28,0.45,2,16.7,8.4,8.3,51.6,48.4,4.9,15.58,0.61,NA,1.64,"📈 Unlucky — va a mejorar",52.8,"✓ Estable",30,"🟢 Bajo"
"2026","Diablos Rojos del Mexico","James Kaprielian",621076,47,11,11,3,2,5.55,1.38,2.93723404255319,2.81,10.15,3.64,0.57,2.79,25.5,9.1,16.4,45.2,54.8,6.5,17.94,0.62,NA,2.61,"📈 Unlucky — va a mejorar",57.8,"✓ Estable",39.3,"🟢 Bajo"
"2026","Diablos Rojos del Mexico","Justin Courtney",688896,46,10,10,3,1,5.87,1.52,4.84565217391304,3.85,7.83,3.52,1.57,2.22,19.1,8.6,10.5,43.6,56.4,15.1,16.59,0.64,NA,1.02,"📈 Unlucky — va a mejorar",61.1,"↗ Ligeramente sobre promedio",51.2,"🟡 Moderado"
"2025 (sin datos 2026)","Diablos Rojos del Mexico","Jose Bravo",670986,39.1,7,11,3,1,6.64,1.88,6.67941176470588,4.8,6.64,5.03,2.29,1.32,15.8,12,3.8,55,45,27.8,18.1,0.61,NA,-0.04,"✓ ERA y FIP alineados",69.2,"↗ Ligeramente sobre promedio",64.5,"🟡 Moderado"
"2025 (sin datos 2026)","Diablos Rojos del Mexico","Dan Straily",573185,32,7,8,1,2,9,1.91,6.025,4.41,6.75,3.38,2.25,2,15.2,7.6,7.6,52.1,47.9,23.5,18.75,0.64,NA,2.97,"📈 Unlucky — va a mejorar",93.8,"⚠️ ERA alto — candidato a mejorar",60.8,"🟡 Moderado"
"2026","Diablos Rojos del Mexico","Humberto Castellanos",528748,25.2,7,7,1,0,4.56,1.44,2.9515873015873,2.7,10.17,3.16,0.7,3.22,25.4,7.9,17.5,43.5,56.5,7.7,18.19,0.67,NA,1.61,"📈 Unlucky — va a mejorar",47.5,"✓ Estable",43.3,"🟢 Bajo"
"2026","Diablos Rojos del Mexico","Michael Mariot",592527,27.1,6,9,1,1,8.56,1.94,6.21273062730627,4.59,6.26,3.29,2.3,1.9,14,7.4,6.6,52.5,47.5,24.1,17.3,0.61,0,2.35,"📈 Unlucky — va a mejorar",89.2,"⚠️ ERA alto — candidato a mejorar",61.4,"🟡 Moderado"
"2026","Diablos Rojos del Mexico","Luis F. Castillo",622379,21.2,5,5,2,1,4.15,1.48,3.33867924528302,3.55,7.06,1.66,0.83,4.25,18.1,4.3,13.8,51.1,48.9,9.1,17.45,0.66,NA,0.81,"📈 Unlucky — va a mejorar",43.2,"✓ Estable",31.6,"🟢 Bajo"
"2025 (sin datos 2026)","Diablos Rojos del Mexico","Brooks Hall",571736,19.2,5,5,2,1,6.86,1.63,5.18125,4.85,5.49,3.66,1.37,1.5,13.6,9.1,4.5,43.2,56.8,12,16.42,0.61,NA,1.68,"📈 Unlucky — va a mejorar",71.5,"↗ Ligeramente sobre promedio",54.6,"🟡 Moderado"
"2025 (sin datos 2026)","Diablos Rojos del Mexico","Kent Emanuel",592288,24.2,4,7,1,2,5.47,1.86,6.20785123966942,5.45,4.38,4.01,1.82,1.09,10.3,9.4,0.9,47.5,52.5,16.1,17.72,0.6,100,-0.74,"↘ Ligeramente lucky",57,"✓ Estable",51.4,"🟡 Moderado"
"2026","Diablos Rojos del Mexico","Luis Angel Rodriguez",678296,9,4,4,0,1,6,1.56,1.37222222222222,1.91,11,2,0,5.5,28.2,5.1,23.1,53.8,46.2,0,19.33,0.65,NA,4.63,"📈 Unlucky — va a mejorar",62.5,"↗ Ligeramente sobre promedio",35.6,"🟢 Bajo"
"2025 (sin datos 2026)","Diablos Rojos del Mexico","Tyler Beede",595881,13.1,3,3,1,2,7.43,1.8,5.51641221374046,6.77,2.03,5.4,0.67,0.38,4.8,12.7,-7.9,55.9,44.1,6.7,17.55,0.52,NA,1.91,"📈 Unlucky — va a mejorar",77.4,"⚠️ ERA alto — candidato a mejorar",50.7,"🟡 Moderado"
"2026","Diablos Rojos del Mexico","Stephen Nogosek",668665,36.1,2,31,4,1,3.96,1.21,2.59598337950138,2.04,10.65,2.23,0.74,4.78,27.9,5.8,22.1,64.6,35.4,13,15.61,0.68,33.3,1.36,"📈 Unlucky — va a mejorar",41.2,"✓ Estable",24.5,"🟢 Bajo"
"2026","Diablos Rojos del Mexico","Tomohiro Anraku",823701,29.2,0,29,4,0,2.12,0.88,2.19109589041096,1.62,10.01,1.21,0.61,8.25,28.9,3.5,25.4,56.6,43.4,8.7,14.06,0.72,62.5,-0.07,"✓ ERA y FIP alineados",22.1,"⚠️ ERA bajo — riesgo regresión",16.4,"🟢 Bajo"
"2026","Diablos Rojos del Mexico","Jimmy Yacabonis",642231,28.2,0,30,2,1,4.4,1.5,3.2209219858156,3.4,8.48,3.14,0.63,2.7,21.3,7.9,13.4,66,34,11.1,16.99,0.66,75,1.18,"📈 Unlucky — va a mejorar",45.8,"✓ Estable",28.3,"🟢 Bajo"
"2026","Diablos Rojos del Mexico","J.C. Mejía",650496,25,0,28,5,3,7.2,1.6,4.27,4.36,5.76,2.52,1.08,2.29,14.7,6.4,8.3,59.6,40.4,14.3,14.84,0.67,75,2.93,"📈 Unlucky — va a mejorar",75,"⚠️ ERA alto — candidato a mejorar",31.3,"🟢 Bajo"
"2026","Diablos Rojos del Mexico","Gerardo Reyes",622103,23.1,0,24,1,0,1.93,1.03,2.02445887445887,1.33,11.57,2.7,0.39,4.29,33.3,7.8,25.5,60,40,7.1,16.07,0.63,50,-0.09,"✓ ERA y FIP alineados",20.1,"⚠️ ERA bajo — riesgo regresión",22.1,"🟢 Bajo"
"2026","Diablos Rojos del Mexico","Edwin Escobar",546276,23.1,0,30,3,3,6.17,1.59,6.65649350649351,4.89,5.79,4.24,2.31,1.36,14.3,10.5,3.8,38.5,61.5,18.8,18.39,0.62,50,-0.49,"↘ Ligeramente lucky",64.3,"↗ Ligeramente sobre promedio",60.1,"🟡 Moderado"
"2026","Diablos Rojos del Mexico","Nick Vespi",663989,23,0,25,3,2,3.91,1.17,2.49782608695652,1.41,12.13,2.74,0.78,4.43,32.6,7.4,25.2,67.6,32.4,16.7,15.91,0.67,53.3,1.41,"📈 Unlucky — va a mejorar",40.7,"✓ Estable",28.1,"🟢 Bajo"
"2026","Diablos Rojos del Mexico","Victor González",624647,22.1,0,22,0,1,5.64,1.75,3.64773755656109,4.27,7.66,4.84,0.4,1.58,18.8,11.9,6.9,53.8,46.2,5.6,18.27,0.61,46.7,1.99,"📈 Unlucky — va a mejorar",58.8,"✓ Estable",35,"🟢 Bajo"
"2025 (sin datos 2026)","Diablos Rojos del Mexico","Domingo Tapia",593619,19,0,21,2,0,8.05,1.95,4.88684210526316,5.23,8.05,8.53,0.47,0.94,17.7,18.8,-1.1,41,59,4.3,19.53,0.57,58.3,3.16,"📈 Unlucky — va a mejorar",83.9,"⚠️ ERA alto — candidato a mejorar",58.2,"🟡 Moderado"
"2026","Diablos Rojos del Mexico","Oscar Rojas",676019,15.1,0,12,0,1,8.8,2.35,5.73278145695364,4.71,7.04,4.7,1.76,1.5,15,10,5,61.3,38.7,25,21.52,0.57,83.3,3.07,"📈 Unlucky — va a mejorar",91.7,"⚠️ ERA alto — candidato a mejorar",54.6,"🟡 Moderado"
"2026","Diablos Rojos del Mexico","Edwin Fierro",616623,14.2,0,17,2,1,11.66,2.18,5.26267605633803,4.17,7.36,3.07,1.84,2.4,16,6.7,9.3,62.1,37.9,27.3,15.95,0.7,0,6.4,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",46,"🟢 Bajo"
"2026","Diablos Rojos del Mexico","Juan Pablo Lopez",670940,11.1,0,9,0,0,9.53,1.94,7.11396396396396,5.19,6.35,5.56,2.38,1.14,13.3,11.7,1.6,61.5,38.5,30,17.56,0.57,57.1,2.42,"📈 Unlucky — va a mejorar",99.3,"⚠️ ERA alto — candidato a mejorar",69.1,"🟡 Moderado"
"2026","Diablos Rojos del Mexico","Jordy Arias",802242,11,0,9,0,1,9.82,2.18,5.51363636363636,4.63,7.36,4.91,1.64,1.5,15.8,10.5,5.3,57.9,42.1,25,20.64,0.58,100,4.31,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",54.1,"🟡 Moderado"
"2026","Diablos Rojos del Mexico","Jorge Monroy",811812,7,0,5,1,0,9,1.86,6.00714285714286,3.87,7.71,2.57,2.57,3,17.1,5.7,11.4,33.3,66.7,20,19,0.65,0,2.99,"📈 Unlucky — va a mejorar",93.8,"⚠️ ERA alto — candidato a mejorar",54,"🟡 Moderado"
"2026","Diablos Rojos del Mexico","Kevin Gowdy",666151,5,0,4,1,0,3.6,1.8,3.55,4.29,9,7.2,0,1.25,22.7,18.2,4.5,87.5,12.5,0,17.8,0.56,100,0.05,"✓ ERA y FIP alineados",37.5,"↘ Ligeramente bajo promedio",43.2,"🟢 Bajo"
"2025 (sin datos 2026)","Dorados de Chihuahua","Darel Torres",665958,90,18,18,7,9,4.5,1.49,4.80555555555556,4.13,8.4,5.8,1.1,1.45,21.5,14.8,6.7,41.3,58.7,10.9,18.48,0.59,NA,-0.31,"↘ Ligeramente lucky",46.9,"✓ Estable",54.9,"🟡 Moderado"
"2025 (sin datos 2026)","Dorados de Chihuahua","Max Castillo",666721,63.1,16,17,3,7,9.24,2.07,7.12781299524564,5.25,5.97,5.4,2.42,1.11,13.2,12,1.2,59.2,40.8,29.3,19.01,0.59,NA,2.11,"📈 Unlucky — va a mejorar",96.2,"⚠️ ERA alto — candidato a mejorar",80,"🔴 Alto — bullpen expuesto"
"2026","Dorados de Chihuahua","Emilio Vargas",642496,59,12,12,2,4,5.03,1.32,4.28559322033898,3.6,8.08,3.51,1.22,2.3,20.9,9.1,11.8,41.5,58.5,11.6,16.83,0.64,NA,0.74,"↗ Ligeramente unlucky",52.4,"✓ Estable",43.6,"🟢 Bajo"
"2025 (sin datos 2026)","Dorados de Chihuahua","Wily Peralta",503449,57.2,12,12,4,5,7.8,1.99,6.68146853146853,5,6.4,5.31,2.18,1.21,14.9,12.4,2.5,48.3,51.7,23.3,18.42,0.57,NA,1.12,"📈 Unlucky — va a mejorar",81.2,"⚠️ ERA alto — candidato a mejorar",69.9,"🟡 Moderado"
"2026","Dorados de Chihuahua","Caleb Smith",592761,56.2,11,11,4,3,5.08,1.36,4.57348754448399,3.87,7.62,3.81,1.27,2,19.9,10,9.9,42.1,57.9,12.1,16.85,0.62,NA,0.51,"↗ Ligeramente unlucky",52.9,"✓ Estable",44.8,"🟢 Bajo"
"2026","Dorados de Chihuahua","Elian Leyva",673140,48.2,11,11,0,1,6.66,1.77,4.43630705394191,4.84,5.55,3.51,0.92,1.58,13.2,8.4,4.8,57,43,10.9,17.53,0.63,NA,2.22,"📈 Unlucky — va a mejorar",69.4,"↗ Ligeramente sobre promedio",43,"🟢 Bajo"
"2026","Dorados de Chihuahua","César Valdez",491624,47.1,10,11,1,6,5.51,1.54,3.702016985138,3.21,7.61,0.95,1.33,8,18.8,2.3,16.5,59.2,40.8,17.5,15.78,0.69,NA,1.81,"📈 Unlucky — va a mejorar",57.4,"✓ Estable",31.4,"🟢 Bajo"
"2026","Dorados de Chihuahua","Gabriel Ponce",676362,47,6,20,3,1,2.11,1.21,2.66063829787234,3.02,9.77,4.21,0.19,2.32,25.5,11,14.5,47.2,52.8,2.1,16.11,0.63,71.4,-0.55,"↘ Ligeramente lucky",22,"⚠️ ERA bajo — riesgo regresión",28.1,"🟢 Bajo"
"2026","Dorados de Chihuahua","Nick Struck",572177,29.1,6,10,1,1,5.22,2.01,5.83041237113402,5.46,6.14,6.75,1.23,0.91,14.5,15.9,-1.4,39.7,60.3,11.4,18.1,0.58,NA,-0.61,"↘ Ligeramente lucky",54.4,"✓ Estable",63.7,"🟡 Moderado"
"2025 (sin datos 2026)","Dorados de Chihuahua","Javier Solano",542279,28.1,6,6,1,3,5.72,1.2,4.85818505338078,4.36,5.08,1.59,1.59,3.2,13.2,4.1,9.1,35.7,64.3,11.1,15.46,0.64,NA,0.86,"📈 Unlucky — va a mejorar",59.6,"✓ Estable",39.3,"🟢 Bajo"
"2025 (sin datos 2026)","Dorados de Chihuahua","Sergio Rodriguez",832574,15,3,9,0,1,10.2,2.2,8.01666666666667,6.46,3.6,6.6,2.4,0.55,8.2,15.1,-6.9,50,50,23.5,19.2,0.58,100,2.18,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",79.2,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Dorados de Chihuahua","Benjamin Kowalski",834996,23.2,2,15,0,0,7.23,1.94,7.37413793103448,6.48,3.42,6.46,1.9,0.53,7.9,14.9,-7,57.9,42.1,20.8,17.07,0.56,0,-0.14,"✓ ERA y FIP alineados",75.3,"⚠️ ERA alto — candidato a mejorar",67.3,"🟡 Moderado"
"2025 (sin datos 2026)","Dorados de Chihuahua","Abdiel Saldana",650605,28.2,1,28,1,1,3.14,1.36,5.20673758865248,4.9,5.65,4.4,1.26,1.29,15.1,11.8,3.3,61.3,38.7,16.7,16.74,0.59,70.8,-2.07,"📉 Lucky — riesgo regresión",32.7,"↘ Ligeramente bajo promedio",45.3,"🟢 Bajo"
"2025 (sin datos 2026)","Dorados de Chihuahua","Sebastian Rodriguez",815458,23,1,16,1,3,7.04,2.17,5.10652173913043,4.6,8.22,6.26,1.17,1.31,18.1,13.8,4.3,65.9,34.1,20,20.35,0.55,90,1.93,"📈 Unlucky — va a mejorar",73.3,"↗ Ligeramente sobre promedio",55.1,"🟡 Moderado"
"2026","Dorados de Chihuahua","Daniel De La Fuente",675880,15.1,1,14,0,1,5.87,1.83,6.26258278145695,5.52,4.7,4.7,1.76,1,10.8,10.8,0,48.6,51.4,15.8,18.2,0.61,90.9,-0.39,"↘ Ligeramente lucky",61.1,"↗ Ligeramente sobre promedio",54.6,"🟡 Moderado"
"2025 (sin datos 2026)","Dorados de Chihuahua","Eli Villalobos",681871,39.2,0,43,1,1,3.4,1.36,4.19591836734694,3.92,7.71,4.31,0.91,1.79,20.6,11.5,9.1,50,50,10.5,16.59,0.59,77.3,-0.8,"📉 Lucky — riesgo regresión",35.4,"↘ Ligeramente bajo promedio",39.5,"🟢 Bajo"
"2026","Dorados de Chihuahua","Braden Webb",657096,28,0,28,1,2,4.82,1.43,5.32857142857143,3.4,9,4.18,1.93,2.15,23.1,10.7,12.4,46.2,53.8,21.4,16.61,0.59,75,-0.51,"↘ Ligeramente lucky",50.2,"✓ Estable",54,"🟡 Moderado"
"2026","Dorados de Chihuahua","Demetrio Gutierrez",540988,20.2,0,28,1,1,2.18,1.11,3.29851485148515,4.42,4.79,1.74,0.44,2.75,13.3,4.8,8.5,43.8,56.2,3.7,14.52,0.68,93.8,-1.12,"📉 Lucky — riesgo regresión",22.7,"⚠️ ERA bajo — riesgo regresión",17,"🟢 Bajo"
"2025 (sin datos 2026)","Dorados de Chihuahua","Todd Peterson",668720,20.1,0,20,2,2,5.75,1.62,4.29427860696517,4.49,6.64,3.98,0.89,1.67,16.1,9.7,6.4,57.1,42.9,11.1,17.31,0.61,50,1.46,"📈 Unlucky — va a mejorar",59.9,"✓ Estable",37.2,"🟢 Bajo"
"2026","Dorados de Chihuahua","Ralph Garza Jr.",621248,19.2,0,22,1,2,5.95,1.98,3.67083333333333,3.9,9.61,5.95,0.46,1.62,22.1,13.7,8.4,64.7,35.3,8.3,19.27,0.6,63.6,2.28,"📈 Unlucky — va a mejorar",62,"↗ Ligeramente sobre promedio",42.6,"🟢 Bajo"
"2026","Dorados de Chihuahua","Edgar Navarro",679346,16.2,0,18,1,1,3.78,1.5,4.75493827160494,4.54,6.48,4.32,1.08,1.5,16.7,11.1,5.6,88.2,11.8,50,15.54,0.61,100,-0.97,"📉 Lucky — riesgo regresión",39.4,"↘ Ligeramente bajo promedio",42.1,"🟢 Bajo"
"2026","Dorados de Chihuahua","Raul Barron",502515,16.2,0,24,0,2,4.32,1.5,5.00185185185185,4.64,7.02,5.4,1.08,1.3,17.8,13.7,4.1,58.8,41.2,14.3,17.88,0.58,72,-0.68,"↘ Ligeramente lucky",45,"✓ Estable",48.6,"🟢 Bajo"
"2026","Dorados de Chihuahua","Josue Gomez",840579,16.1,0,12,0,0,1.1,0.73,3.33633540372671,3.68,6.06,2.2,0.55,2.75,19,6.9,12.1,33.3,66.7,4.5,12.43,0.6,68.8,-2.24,"📉 Lucky — riesgo regresión",11.5,"⚠️ ERA bajo — riesgo regresión",21.5,"🟢 Bajo"
